f_name,molecule_name,test_type,test_text,comments,opsin_smiles,O_fname
Benchmark_data_11,"5-methyl-5-((1-(3-(trifluoromethyl)phenyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",MS,"(ESI) calcd for [C15H14N4O2F3]+: 339.1069, found 339.1064",,CC1(Cc2cn(-c3cccc(C(F)(F)F)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((1-(3-(trifluoromethyl)phenyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",IR,"3139 (w, N-H) 3104 (w, C-H), 2941 (w, C-H), 1766 (s, C=O), 1697 (s, C=O), 1498
(m, C=C), 1480 (m, C=C)",,CC1(Cc2cn(-c3cccc(C(F)(F)F)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(3-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",Rf,0.15 (EtOAc),,CC1(Cc2cn(-c3cccc(Cl)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(3-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",1H NMR,"(400 MHz, CDCl3) δ 7.86 (1H, s, H8), 7.70 (1H, t, J = 1.8 Hz, H14),
7.60 (1H, dt, J = 7.6, 1.7 Hz, H10), 7.53 (1H, br s, NH), 7.45 – 7.37 (2H, m, H11 & H12), 3.21
(1H, d, J = 15.0 Hz, H6a), 3.13 (1H, d, J = 15.0 Hz, H6b), 3.08 (1H, d J = 22.2 Hz, H2a), 2.91
(1H, d, J = 22.2 Hz, H2b), 1.46 (3H, s, H5)",,CC1(Cc2cn(-c3cccc(Cl)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(3-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",13C NMR,"(101 MHz, CDCl3) δ 209.5 (C3), 170.0
(C1), 142.8 (C7), 137.7 (C13), 135.7 (C9), 131.0 (C11), 129.0 (C10), 121.0 (C8), 120.7 (C14),
118.4 (C12), 67.8 (C4), 40.3 (C2), 33.9 (C6), 23.8 (C5)",,CC1(Cc2cn(-c3cccc(Cl)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(3-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",MS,"(ESI) calcd for
[C14H14N4O2
35Cl]+: 305.0805, found 305.0814",,CC1(Cc2cn(-c3cccc(Cl)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(3-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",IR,"3136 (w, C-H) 3096 (w, C-H), 2924 (w,
C-H), 1762 (m, C=O), 1693 (s, C=O), 1594 (s, C=C), 1491 (m, C=C), 1464 (m, C=C)",,CC1(Cc2cn(-c3cccc(Cl)c3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",Rf,0.14 (EtOAc),,CC1(Cc2cn(-c3ccc(F)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",1H NMR,"(400 MHz, CDCl3) δ 7.81 (1H, s, H8), 7.67 – 7.64 (2H, m, H10),
7.59 (1H, br s, NH), 7.20 – 7.16 (2H, m, H11), 3.22 (1H, d, J = 15.0 Hz, H6a), 3.13 (1H, d, J =
15.0 Hz, H6b), 3.05 (1H, d, J = 22.2 Hz, H2a), 2.87 (1H, d, J = 22.2 Hz, H2b), 1.46 (3H, s, H5)",,CC1(Cc2cn(-c3ccc(F)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",13C NMR,"(101 MHz, CDCl3) 209.6 (C3), 170.0 (C1), 162.6 (d, J = 249.4 Hz, C12), 142.7 (C7),
133.2 (C9), 122. 5 (d, J = 8.6 Hz, C10), 121.2 (C8), 116.9 (d, J = 23.0 Hz, C11), 67.8 (C4),
40.4 (C2), 33.9 (C6), 23.9 (C5)",,CC1(Cc2cn(-c3ccc(F)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",19F NMR,"(376 MHz, CDCl3) δ -111.8",,CC1(Cc2cn(-c3ccc(F)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",MS,"(ESI) calcd for
[C14H14N4O2F]+: 289.1101, found 289.1107",,CC1(Cc2cn(-c3ccc(F)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",IR,"3094 (w, C-H), 2902 (w, C-H), 1762 (m,
C=O), 1690 (s, C=O), 1517 (s, C=C)",,CC1(Cc2cn(-c3ccc(F)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",Rf,0.18 (EtOAc),,CC1(Cc2cn(-c3ccc(Cl)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",1H NMR,"(400 MHz, CDCl3) δ 7.83 (1H, s, H8), 7.62 (2H, d, J = 8.8 Hz, H10), 7.53
(1H, br s, NH), 7.46 (2H, d, J = 8.8 Hz, H11), 3.21 (1H, d, J = 15.0 Hz, H6a), 3.13 (1H, d, J =
15.0 Hz, H6b), 3.06 (1H, d, J = 22.2 Hz, H2a), 2.89 (1H, d, J = 22.2 Hz, H2b), 1.46 (3H, s, H5)",,CC1(Cc2cn(-c3ccc(Cl)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",13C NMR,"(101 MHz, CDCl3) δ 209.6 (C3), 169.9 (C1), 142.8 (C7), 135.3 (C12), 134.8 (C9), 130.1
(C11), 121.6 (C10), 120.9 (C8), 67.8 (C4), 40.3 (C2), 33.9 (C6), 23.9 (C5)",,CC1(Cc2cn(-c3ccc(Cl)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",MS,"(ESI) calcd
for [C14H14N4O2
35Cl]+: 305.0805, found 305.0811",,CC1(Cc2cn(-c3ccc(Cl)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-((1-(4-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-5-
methylpyrrolidine-2,4-dione",IR,"3151 (w, C-H), 3080 2921 (w, CH),
2852 (w, C-H), 1766 (m, C=O), 1690 (s, C=O), 1501 (s, C=C), 1425 (s, C=C)",,CC1(Cc2cn(-c3ccc(Cl)cc3)nn2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((1-(p-tolyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",Rf,0.17 (EtOAc),,Cc1ccc(-n2cc(CC3(C)NC(=O)CC3=O)nn2)cc1,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((1-(p-tolyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",1H NMR,"(400 MHz, CDCl3) δ 7.79 (1H, s, H8), 7.55 (2H, d, J = 8.4 Hz, H10),
7.38 (1H, br s, NH), 7.28 (2H, d, J = 8.3 Hz, H11), 3.20 (1H, d, J = 15.0 Hz, H6a), 3.11 (1H, d,
J = 15.0 Hz, H6b), 3.06 (1H, d, J = 22.2 Hz, H2a), 2.91 (1H, d, J = 22.2 Hz, H2b), 2.41 (3H, s,
H13), 1.45 (3H, s, H5)",,Cc1ccc(-n2cc(CC3(C)NC(=O)CC3=O)nn2)cc1,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((1-(p-tolyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",13C NMR,"(101 MHz, CDCl3) δ 209.7 (C3), 169.8 (C1), 142.4 (C7), 139.2 (C12), 134.6 (C9), 130.4 (C11), 121.0 (C8), 120.4 (C10), 67.8 (C4), 40.3 (C2), 33.8 (C6), 23.9
(C5), 21.2 (C13)",,Cc1ccc(-n2cc(CC3(C)NC(=O)CC3=O)nn2)cc1,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((1-(p-tolyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",MS,"(ESI) calcd for [C15H17N4O2]+: 285.1352, found 285.1359",,Cc1ccc(-n2cc(CC3(C)NC(=O)CC3=O)nn2)cc1,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((1-(p-tolyl)-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",IR,"3138 (w, C-H), 2975 (w, C-H), 2921 (w, C-H), 1760 (m, C=O), 1693 (s, C=O), 1519 (s, C=C)",,Cc1ccc(-n2cc(CC3(C)NC(=O)CC3=O)nn2)cc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-5-yl)propanoate",Rf,"0.18 (petroleum ether/EtOAc, 3:2)",,CCOC(=O)CC(=O)NC(C)(Cc1cc(-c2ccccc2)no1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-5-yl)propanoate",1H NMR,"(400 MHz, CDCl3) δ 7.78 (2H, m, H15), 7.69
(1H, br s, NH), 7.46 – 7.43 (3H, m, H16 & H17), 6.38 (1H, s, H12), 4.13 (2H, q, J = 7.2 Hz,
H2), 3.84 (3H, s, H9), 3.81 (1H, d, J = 15.0 Hz, H10a), 3.58 (1H, d, J = 15.0 Hz, H10b), 3.30
(2H, s, H4), 1.68 (3H, s, H7), 1.22 (3H, t, J = 7.2 Hz, H1)",,CCOC(=O)CC(=O)NC(C)(Cc1cc(-c2ccccc2)no1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-5-yl)propanoate",13C NMR,"101 MHz, CDCl3) δ 173.4
(C8), 169.1 (C11), 168.9 (C3), 164.8 (C5), 162.4 (C13), 130.1 (C17), 129.1 (C16), 129.0 (C14),
126.9 (C15), 101.9 (C12), 61.9 (C2), 59.4 (C6), 53.4 (C9), 42.1 (C4), 32.8 (C10), 23.6 (C7),
14.1 (C1)",,CCOC(=O)CC(=O)NC(C)(Cc1cc(-c2ccccc2)no1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-5-yl)propanoate",MS,"(ESI) calcd for [C19H23N2O6]+: 375.1551, found 375.1548",,CCOC(=O)CC(=O)NC(C)(Cc1cc(-c2ccccc2)no1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-5-yl)propanoate",IR,"3303 (w,
N-H), 2978 (w, C-H), 1737 (s, C=O), 1670 (m, C=O), 1657 (C=O), 1535 (m, C=C), 1444 (m,
C=C)",,CCOC(=O)CC(=O)NC(C)(Cc1cc(-c2ccccc2)no1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-5-yl)methyl)pyrrolidine-2,4-
dione",Rf,"0.16 (Petroleum ether/EtOAc, 7:13)",,CC1(Cc2cc(-c3ccccc3)no2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-5-yl)methyl)pyrrolidine-2,4-
dione",1H NMR,"(400 MHz, CDCl3) δ
7.77 – 7.75 (2H, m, H11), 7.45 – 7.44 (3H, m, H12 & H13), 6.89 (1H, br s, NH), 6.42 (1H, s,
H8), 3.23 (1H, d, J = 15.1 Hz, H6a), 3.16 (1H, d, J = 15.1 Hz, H6b), 3.08 (1H, d, J = 22.3 Hz,
H2a), 2.98 (1H, d, J = 22.3 Hz, H2b), 1.45 (1H, s, H5)",,CC1(Cc2cc(-c3ccccc3)no2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-5-yl)methyl)pyrrolidine-2,4-
dione",13C NMR,"(101 MHz, CDCl3) δ 208.2
(C3), 169.7 (C1), 167.5 (C7), 162.7 (C9), 130.4 (C13), 129.1 (C12), 128.6 (C10), 126.9 (C11),
102.3 (C8), 67.0 (C4), 39.8 (C2), 35.4 (C6), 24.0 (C5)",,CC1(Cc2cc(-c3ccccc3)no2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-5-yl)methyl)pyrrolidine-2,4-
dione",MS,"(ESI) calcd for [C15H15N2O3]+:
271.1083, found 271.1088",,CC1(Cc2cc(-c3ccccc3)no2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-5-yl)methyl)pyrrolidine-2,4-
dione",IR,"3088 (w, N-H), 1770 (m, N=N), 1698 (s, C=O), 1690 (S,
C=O), 1607 (m, C=C), 1470 (m, C=C), 1443 (m, C=C)",,CC1(Cc2cc(-c3ccccc3)no2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-4-yl)propanoate",Rf,"0.18 (Petroleum ether/EtOAc, 3:2)",,CCOC(=O)CC(=O)NC(C)(Cc1conc1-c1ccccc1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-4-yl)propanoate",1H NMR,"(400 MHz, CDCl3) δ 8.33 (1H,
s, H11), 7.66 (1H, br s, NH), 7.57 – 7.54 (2H, m, H15), 7.49 – 7.46 (3H, m, H16 & H17), 4.20
(2H, q, J = 7.2 Hz, H2), 3.65 (1H, d, J = 15.2 Hz, H10a), 3.44 (3H, s, H8), 3.28 (1H, d, J = 15.1
Hz, H10b), 3.05 (2H, s, H4), 1.57 (3H, s, H9), 1.30 (3H, t, J = 7.1 Hz, H1)",,CCOC(=O)CC(=O)NC(C)(Cc1conc1-c1ccccc1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-4-yl)propanoate",13C NMR,"(101 MHz,
CDCl3) δ 173.7 (C7), 169.2 (C3), 164.6 (C5), 162.1 (C11), 158.0 (C13), 129.6 (C17), 129.2
(C14), 129.0 (C16), 128.8 (C15), 112.8 (C12), 61.9 (C2), 60.4 (C6), 52.9 (C8), 41.7 (C4), 28.1
(C10), 23.3 (C9), 14.2 (C1)",,CCOC(=O)CC(=O)NC(C)(Cc1conc1-c1ccccc1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-4-yl)propanoate",MS,"(ESI) calcd for [C19H23N2O6]+: 375.1556, found 375.1555",,CCOC(=O)CC(=O)NC(C)(Cc1conc1-c1ccccc1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(3-
phenylisoxazol-4-yl)propanoate",IR,"3308 (w, N-H), 2985 (w, C-H), 1733 (s, C=O), 1672 (s, C=O), 1655 (s, C=O), 1531
(m, C=C), 1446 (m, C=C), 1118 (s, C-O-C)",,CCOC(=O)CC(=O)NC(C)(Cc1conc1-c1ccccc1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-4-yl)methyl)pyrrolidine-2,4-
dione",Rf,0.27 (EtOAc),,CC1(Cc2conc2-c2ccccc2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-4-yl)methyl)pyrrolidine-2,4-
dione",1H NMR,"(400 MHz, CDCl3) δ 8.31 (1H, s, H8), 7.51 (5H, br s,
H11, H12 & H13), 6.16 (1H, br s, NH), 3.06 (1H, d, J = 15.0 Hz, H6a), 2.91 (1H, d, J = 22.2
Hz, H4a), 2.84 (1H, d, J = 15.0 Hz, H6b), 2.60 (1H, d, J = 22.2 Hz, H4b), 1.30 (3H, s, H1)",,CC1(Cc2conc2-c2ccccc2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-4-yl)methyl)pyrrolidine-2,4-
dione",13C NMR,"(101 MHz, CDCl3) δ; 209.0 (C3), 169.4 (C5), 162.5 (C8), 157.6 (C9), 130.1 (C13), 129.3
(C10), 129.3 (C12), 128.6 (C11), 112.0 (C7), 68.4 (C2), 40.3 (C4), 30.5 (C6), 24.1 (C1)",,CC1(Cc2conc2-c2ccccc2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-4-yl)methyl)pyrrolidine-2,4-
dione",MS,"(ESI) calcd for [C15H15N2O3]+: 271.1083, found 271.1092",,CC1(Cc2conc2-c2ccccc2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"5-methyl-5-((3-phenylisoxazol-4-yl)methyl)pyrrolidine-2,4-
dione",IR,"3259 (w, N-H), 2932 (w, CH),
1645 (s, C=O), 1551 (s, C=O), 1444 (s, C=C)",,CC1(Cc2conc2-c2ccccc2)NC(=O)CC1=O,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenylpent-4-
ynoate",Rf,"0.36 (Petroleum ether/EtOAc, 3:2)",,C#CCC(NC(=O)CC(=O)OCC)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenylpent-4-
ynoate",1H NMR,"(400 MHz, CDCl3) δ 8.54 (1H, br s, NH), 7.47 –
7.44 (2H, m, H13), 7.40 – 7.36 (2H, m, H14), 7.34 – 7.30 (1H, m, H15), 4.25 (2H, q, J = 7.2 Hz, H2), 3.72 (3H, s, H8), 3.66 (1H, dd, J = 16.7, 2.6 Hz, H9a), 3.50 (1H, dd, J = 16.7, 2.6 Hz,
H9b), 3.43 – 3.33 (2H, m, H4), 1.94 (1H, t, J = 2.6 Hz, H11), 1.32 (3H, t, J = 7.1 Hz, H1)",,C#CCC(NC(=O)CC(=O)OCC)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenylpent-4-
ynoate",13C NMR,"(101 MHz, CDCl3) δ 171.6 (C7), 169.3 (C3), 164.2 (C5), 137.6 (C12), 128.9 (C14), 128.5 (C15),
125.9 (C13), 79.5 (C10), 71.4 (C11), 64.8 (C6), 61.9 (C2), 53.6 (C8), 41.8 (C4), 24.7 (C9), 14.2
(C1)",,C#CCC(NC(=O)CC(=O)OCC)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenylpent-4-
ynoate",MS,"(ESI) calcd for [C17H20NO5]+: 318.1341, found 318.1345",,C#CCC(NC(=O)CC(=O)OCC)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenylpent-4-
ynoate",IR,"3287 (w, N-H),
2983 (w, C-H), 1735 (s, C=O), 1677 (s, C=O), 1519 (s, C=C), 1498 (s, C=C), 1436 (s, C=C)",,C#CCC(NC(=O)CC(=O)OCC)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",Rf,"0.61 (Petroleum ether/EtOAc, 7:13)",,CCOC(=O)CC(=O)NC(Cc1cn(-c2ccccc2)nn1)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",1H NMR,"(400 MHz, CDCl3) δ 8.07 (1H,
br s, NH), 7.84 (1H, s, H15), 7.75 – 7.72 (2H, m, H17), 7.53 – 7.48 (4H, m, H10 & H11), 7.44
– 7.37 (3H, m, H18 & H19), 7.34 – 7.30 (1H, m, H12), 4.30 (1H, d, J = 14.3 Hz, H13a), 4.17 –
4.10 (3H, m, H2 & H13b), 3.80 (3H, s, H8), 3.36 – 3.27 (2H, m, H4), 1.23 (3H, t, J = 7.2 Hz,
H1)",,CCOC(=O)CC(=O)NC(Cc1cn(-c2ccccc2)nn1)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",13C NMR,"(101 MHz, CDCl3) δ 172.4 (C7), 168.7 (C3), 164.1 (C5), 143.3 (C14), 138.7 (C16),
137.2 (C9), 129.8 (C18), 128.9 (C11), 128.6 (C19), 128.3 (C12), 126.0 (C10), 121.4 (C15),
120.3 (C17), 65.7 (C6), 61.9 (C2), 53.8 (C8), 42.9 (C4), 30.0 (C13), 14.1 (C1)",,CCOC(=O)CC(=O)NC(Cc1cn(-c2ccccc2)nn1)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",MS,"(ESI)
calcd for [C23H25N4O5]+: 437.1825, found 437.1834",,CCOC(=O)CC(=O)NC(Cc1cn(-c2ccccc2)nn1)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-phenyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",IR,"3246 (w, N-H), 2961 (w, C-H),
1739 (s, C=O), 1651 (s, C=O), 1598 (m, C=C), 1521 (m, C=C), 1504 (m, C=C)",,CCOC(=O)CC(=O)NC(Cc1cn(-c2ccccc2)nn1)(C(=O)OC)c1ccccc1,000032_Thesis_000021
Benchmark_data_11,"5-phenyl-5-((1-phenyl-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",Rf,0.49 (EtOAc),,O=C1CC(=O)C(Cc2cn(-c3ccccc3)nn2)(c2ccccc2)N1,000032_Thesis_000021
Benchmark_data_11,"5-phenyl-5-((1-phenyl-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",1H NMR,"(400 MHz, CDCl3) δ 7.76 (1H, br s, NH), 7.57 – 7.51 (4H, m, H6 &
H13), 7.50 (1H, s, H11), 7.47 – 7.44 (2H, m, H14), 7.41 – 7.35 (3H, m, H7 & H15), 7.33 – 7.29
(1H, m, H8), 3.66 – 3.58 (2H, m, H9a & 9b), 3.11 (1H, d, J = 21.8 Hz, H2a), 2.98 (1H, d, J =
21.8 Hz, H2b)",,O=C1CC(=O)C(Cc2cn(-c3ccccc3)nn2)(c2ccccc2)N1,000032_Thesis_000021
Benchmark_data_11,"5-phenyl-5-((1-phenyl-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",13C NMR,"(101 MHz, CDCl3) δ 205.8 (C3), 169.8 (C1), 142.5 (C10), 137.4 (C5),
136.8 (C12), 129.9 (C14), 129.1 (C7), 129.0 (C15), 128.7 (C8), 125.5 (C6), 120.8 (C11), 120.5
(C13), 73.1 (C4), 40.0 (C2), 34.2 (C9)",,O=C1CC(=O)C(Cc2cn(-c3ccccc3)nn2)(c2ccccc2)N1,000032_Thesis_000021
Benchmark_data_11,"5-phenyl-5-((1-phenyl-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",MS,"(ESI) calcd for [C19H17N4O2]+: 333.1346, found
333.1340",,O=C1CC(=O)C(Cc2cn(-c3ccccc3)nn2)(c2ccccc2)N1,000032_Thesis_000021
Benchmark_data_11,"5-phenyl-5-((1-phenyl-1H-1,2,3-triazol-4-
yl)methyl)pyrrolidine-2,4-dione",IR,"3256 (w, N-H), 1773 (m, C=O), 1698 (m, N=N), 1667 (s, C=O), 1500 (m,
C=C), 1412 (m, C=C)",,O=C1CC(=O)C(Cc2cn(-c3ccccc3)nn2)(c2ccccc2)N1,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",Rf,"0.39 (Petroleum ether/EtOAc, 7:13)",,CCOC(=O)CC(=O)NC(C)(Cc1cn(-c2ccccc2)nn1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",1H NMR,"(400 MHz, CDCl3) δ 7.91 (1H,
s, H12), 7.76 – 7.74 (2H, m, H14), 7.52 – 7.49 (2H, m, H15), 7.44 – 7.39 (2H, m, H16 & NH),
4.14 (2H, q, J = 7.2 Hz, H2), 3.82 (3H, s, H9), 3.70 (1H, d, J = 14.6 Hz, H10a), 3.48 (1H, d, J
= 14.6 Hz, H10b), 3.28 (2H, s, H4), 1.69 (3H, s, H7), 1.22 (3H, t, J = 7.2 Hz, H1)",,CCOC(=O)CC(=O)NC(C)(Cc1cn(-c2ccccc2)nn1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",13C NMR,"(101
MHz, CDCl3) δ 174.0 (C8), 168.8 (C3), 164.7 (C5), 143.4 (C11), 137.2 (C13), 129.8 (C15),
128.7 (C16), 121.2 (C12), 120.4 (C14), 61.8 (C2), 60.3 (C6), 53.2 (C9), 42.7 (C4), 32.1 (C10),
23.2 (C7), 14.1 (C1)",,CCOC(=O)CC(=O)NC(C)(Cc1cn(-c2ccccc2)nn1)C(=O)OC,000032_Thesis_000021
Benchmark_data_11,"methyl 2-(3-ethoxy-3-oxopropanamido)-2-methyl-3-(1-
phenyl-1H-1,2,3-triazol-4-yl)propanoate",MS,"(ESI) calcd for [C18H23N4O5]+: 375.1668, found 375.1670",,CCOC(=O)CC(=O)NC(C)(Cc1cn(-c2ccccc2)nn1)C(=O)OC,000032_Thesis_000021
